-0.36434109	-0.36434109	-0.36434109	0.83752815	0.82875301	0.40084175
-0.34883721	-0.34883721	-0.34883721	0.83829277	0.83091706	0.40221823
-0.33333333	-0.33333333	-0.33333333	0.83855651	0.83281102	0.40356125
-0.31782946	-0.31782946	-0.31782946	0.83834563	0.83445835	0.40486731
-0.28682171	-0.28682171	-0.28682171	0.83660329	0.83710169	0.40735526
-0.27131783	-0.27131783	-0.27131783	0.83512251	0.83813929	0.4085309
-0.25581395	-0.25581395	-0.25581395	0.83326847	0.83901346	0.40965709
-0.24031008	-0.24031008	-0.24031008	0.83106559	0.83974235	0.41073112
-0.20930233	-0.20930233	-0.20930233	0.82570907	0.84083147	0.41271259
-0.19379845	-0.19379845	-0.19379845	0.82260238	0.84122262	0.4136154
-0.17829457	-0.17829457	-0.17829457	0.81924073	0.84153036	0.41445676
-0.1627907	-0.1627907	-0.1627907	0.81564668	0.84176747	0.41523476
-0.13178295	-0.13178295	-0.13178295	0.80784965	0.84207569	0.41659376
-0.11627907	-0.11627907	-0.11627907	0.80368988	0.84216707	0.41717174
-0.10077519	-0.10077519	-0.10077519	0.79938413	0.84222836	0.41768026
-0.08527132	-0.08527132	-0.08527132	0.79495307	0.84226702	0.41811822
-0.05426357	-0.05426357	-0.05426357	0.78579586	0.84230102	0.41877876
-0.03875969	-0.03875969	-0.03875969	0.78110919	0.84230596	0.4189999
-0.02325581	-0.02325581	-0.02325581	0.77637617	0.84230747	0.4191476
-0.00775194	-0.00775194	-0.00775194	0.7716156	0.84230769	0.41922152
0.02325581	0.02325581	0.02325581	0.76208521	0.84230747	0.4191476
0.03875969	0.03875969	0.03875969	0.75735113	0.84230596	0.4189999
0.05426357	0.05426357	0.05426357	0.75266101	0.84230102	0.41877876
0.06976744	0.06976744	0.06976744	0.74803177	0.84228947	0.41848466
0.10077519	0.10077519	0.10077519	0.73902187	0.84222836	0.41768026
0.11627907	0.11627907	0.11627907	0.73467322	0.84216707	0.41717174
0.13178295	0.13178295	0.13178295	0.73044949	0.84207569	0.41659376
0.14728682	0.14728682	0.14728682	0.72636575	0.84194569	0.41594762
0.17829457	0.17829457	0.17829457	0.71867667	0.84153036	0.41445676
0.19379845	0.19379845	0.19379845	0.71509961	0.84122262	0.4136154
0.20930233	0.20930233	0.20930233	0.71171911	0.84083147	0.41271259
0.2248062	0.2248062	0.2248062	0.70854836	0.84034302	0.41175042
0.25581395	0.25581395	0.25581395	0.70288711	0.83901346	0.40965709
0.27131783	0.27131783	0.27131783	0.70042115	0.83813929	0.4085309
0.28682171	0.28682171	0.28682171	0.69821404	0.83710169	0.40735526
0.30232558	0.30232558	0.30232558	0.69627712	0.83588146	0.40613305
0.33333333	0.33333333	0.33333333	0.69325736	0.83281102	0.40356125
0.34883721	0.34883721	0.34883721	0.69219533	0.83091706	0.40221823
0.36434109	0.36434109	0.36434109	0.69144511	0.82875301	0.40084175
0.37984496	0.37984496	0.37984496	0.69101619	0.82629434	0.39943551
0.41085271	0.41085271	0.41085271	0.69115825	0.82038967	0.39654925
0.42635659	0.42635659	0.42635659	0.69174632	0.81688927	0.39507739
0.44186047	0.44186047	0.44186047	0.69268983	0.81298545	0.39359208
0.45736434	0.45736434	0.45736434	0.69399641	0.80864833	0.39209781
0.48837209	0.48837209	0.48837209	0.69772729	0.79854944	0.38910108
0.50387597	0.50387597	0.50387597	0.70016495	0.79272259	0.38760838
0.51937984	0.51937984	0.51937984	0.70299236	0.78633232	0.38612624
0.53488372	0.53488372	0.53488372	0.70621527	0.77934342	0.38465993
0.56589147	0.56589147	0.56589147	0.71386865	0.76342363	0.38179674
0.58139535	0.58139535	0.58139535	0.71830873	0.75441701	0.38041121
0.59689922	0.59689922	0.59689922	0.72316354	0.74466029	0.37906424
0.6124031	0.6124031	0.6124031	0.72843694	0.73411295	0.3777619
0.64341085	0.64341085	0.64341085	0.74025314	0.71047893	0.37531623
0.65891473	0.65891473	0.65891473	0.74680183	0.69730585	0.37418587
0.6744186	0.6744186	0.6744186	0.75378086	0.68316935	0.37312607
0.68992248	0.68992248	0.68992248	0.76119226	0.66802357	0.37214369
0.72093023	0.72093023	0.72093023	0.77731829	0.63451532	0.37043956
0.73643411	0.73643411	0.73643411	0.78603507	0.6160558	0.36973237
0.75193798	0.75193798	0.75193798	0.7951885	0.59639285	0.36913173
0.76744186	0.76744186	0.76744186	0.80477872	0.57547528	0.36864532
0.79844961	0.79844961	0.79844961	0.82526824	0.52966614	0.36804673
0.81395349	0.81395349	0.81395349	0.83616595	0.50466683	0.3679507
0.82945736	0.82945736	0.82945736	0.84749728	0.47819743	0.36800123
0.84496124	0.84496124	0.84496124	0.8592605	0.45020141	0.36820679
0.87596899	0.87596899	0.87596899	0.88407385	0.38939804	0.36911773
0.89147287	0.89147287	0.89147287	0.89711865	0.35647228	0.36984087
0.90697674	0.90697674	0.90697674	0.91058471	0.3217831	0.37075456
0.92248062	0.92248062	0.92248062	0.92446843	0.28526863	0.37186809
0.95348837	0.95348837	0.95348837	0.9534726	0.20651102	0.37473257
0.96899225	0.96899225	0.96899225	0.968584	0.16413881	0.37650287
0.98449612	0.98449612	0.98449612	0.98409495	0.11968318	0.37851174
